,Bunny_Data,Bunnydist,Humidity,Humidity_Data,LightLevel,Light_Data,Temperature,Temperature_Data
-O1SnXkQJM3fxqxl7XGT,419.31189,419.31189,70.3,70.5,38.51038,18.73016,31.9,32.2
-O1SnjkIlEPKB0WSzumN,419.31189,419.31189,70.3,70.4,38.51038,18.779,31.9,32.2
-O1SnxlMmPHcOR5C8Ilm,419.31189,419.31189,70.3,70.5,38.51038,18.68132,31.9,32.2
-O1SoA_4r5VMivMKu9CE,419.31189,419.31189,70.3,70.2,38.51038,18.63248,31.9,32.2
-O1SoQxUObBYHA-iTFmo,419.31189,419.31189,70.3,70.0,38.51038,18.608060000000002,31.9,32.2
-O1Sob9FiunlAPJTktKs,419.31189,419.31189,70.3,70.2,38.51038,18.51038,31.9,32.2
-O1Sop_UG3re84khBbmR,419.31189,419.31189,70.3,70.2,38.51038,18.6569,31.9,32.2
-O1Sp19ygLADKjFrY-lm,419.31189,419.31189,70.3,70.3,38.51038,18.73016,31.9,32.2
-O1SpGYrCj6JYjFq5a-_,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.2
-O1SpSZi7XF-F0fKcgd7,419.31189,419.31189,70.3,70.2,38.51038,18.63248,31.9,32.2
-O1SpfA6qsE-UfF4THTj,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.1
-O1Spsl9WHRkMHoW-Y6d,419.31189,419.31189,70.3,70.3,38.51038,18.63248,31.9,32.1
-O1Sq6McmnAN9mLQ-YIZ,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,32.1
-O1SqIx87YDenf4muYPH,419.31189,419.31189,70.3,70.2,38.51038,18.68132,31.9,32.1
-O1SqX1CtCg7eGUkZ4PF,419.31189,419.31189,70.3,69.9,38.51038,18.75458,31.9,32.1
-O1SqjZM-ZI4ZBoNvumO,419.31189,419.31189,70.3,69.9,38.51038,18.68132,31.9,32.1
-O1SqxkZqf_JWlqGOxM-,419.31189,419.31189,70.3,70.0,38.51038,18.73016,31.9,32.1
-O1Sr9lTnoAgL-cEQke8,419.31189,419.31189,70.3,70.2,38.51038,18.80342,31.9,32.1
-O1SrN9sMTXxetUiEtgL,419.31189,419.31189,70.3,70.1,38.51038,18.63248,31.9,32.1
-O1Sr_xUzMz4wLpuAD4J,419.31189,419.31189,70.3,69.9,38.51038,18.6569,31.9,32.1
-O1SroZ7rJvyDfVIO0dI,419.31189,419.31189,70.3,70.0,38.51038,18.82784,31.9,32.1
-O1Ss0Mx6J_j3TM6xdxg,419.31189,419.31189,70.3,69.9,38.51038,18.51038,31.9,32.1
-O1SsEO9NBMhzqXq5jMg,419.31189,419.31189,70.3,69.7,38.51038,18.6569,31.9,32.1
-O1SsRlEYDCfBrS3Iqqy,419.31189,419.31189,70.3,69.7,38.51038,18.779,31.9,32.1
-O1Ssf9TO6LmAGcHzklo,419.31189,419.31189,70.3,69.8,38.51038,18.70574,31.9,32.1
-O1SsrxPk3KKNm7ypeIB,419.31189,419.31189,70.3,69.6,38.51038,18.70574,31.9,32.1
-O1St4y8YrBpJObcVv_g,419.31189,419.31189,70.3,69.8,38.51038,18.68132,31.9,32.1
-O1StIM53hFtp_IkIJyj,419.31189,419.31189,70.3,69.7,38.51038,18.75458,31.9,32.1
-O1StXMRWQCxe8aM_GYL,419.31189,419.31189,70.3,69.7,38.51038,18.68132,31.9,32.1
-O1StilKQ6N_4XavROvU,419.31189,419.31189,70.3,69.7,38.51038,18.68132,31.9,32.0
-O1Stx9ZYkEKRIuf9_Q-,419.31189,419.31189,70.3,69.7,38.51038,18.63248,31.9,32.1
-O1SuA9Y8eMd8mPA70Wf,419.31189,419.31189,70.3,69.7,38.51038,18.70574,31.9,32.1
-O1SuNl0d1atGy4scfVu,419.31189,419.31189,70.3,69.6,38.51038,18.779,31.9,32.1
-O1Su_MSj-9nP054-l-Y,419.31189,419.31189,70.3,69.5,38.51038,18.70574,31.9,32.1
-O1Sumy-fioUeVdfPiZy,419.31189,419.31189,70.3,69.4,38.51038,18.58364,31.9,32.1
-O1Sv0ydUqkYMWM8TM11,419.31189,419.31189,70.3,69.2,38.51038,18.68132,31.9,32.1
-O1SvDy8m8OQFjB2SxQf,419.31189,419.31189,70.3,69.3,38.51038,18.75458,31.9,32.1
-O1SvQxZ6bDzIEbUWvMx,419.31189,419.31189,70.3,69.4,38.51038,18.779,31.9,32.1
-O1SveA4wk16p9GHOYQK,419.31189,419.31189,70.3,69.2,38.51038,18.75458,31.9,32.1
-O1SvrLr-wNbd2NGMPOH,419.31189,419.31189,70.3,69.1,38.51038,18.75458,31.9,32.1
-O1Sw59hOVE-om_UZYVv,419.31189,419.31189,70.3,69.2,38.51038,18.779,31.9,32.1
-O1SwHykLsEkywZWghjy,419.31189,419.31189,70.3,68.9,38.51038,18.779,31.9,32.1
-O1SwVM6BcJQIQRdunt6,419.31189,419.31189,70.3,68.9,38.51038,18.63248,31.9,32.1
-O1SwhxI0O59M2QHjPPk,419.31189,419.31189,70.3,69.0,38.51038,18.75458,31.9,32.0
-O1Swwl83U6ZFPjg187B,419.31189,419.31189,70.3,69.3,38.51038,18.75458,31.9,32.0
-O1Sx8kpGf18AdjP0yN0,419.31189,419.31189,70.3,69.2,38.51038,18.75458,31.9,32.0
-O1SxM9wRSVF6_asXTcs,419.31189,419.31189,70.3,69.1,38.51038,18.6569,31.9,32.1
-O1SxZkrLtlxY5Bf-1zy,419.31189,419.31189,70.3,69.0,38.51038,18.75458,31.9,32.1
-O1SxnZPuynJAl5OLScR,419.31189,419.31189,70.3,68.9,38.51038,18.73016,31.9,32.1
-O1Sy-x_3ePKr46DG4sP,419.31189,419.31189,70.3,68.8,38.51038,18.779,31.9,32.1
-O1SyD9R4bbSfCXrHiwe,419.31189,419.31189,70.3,68.7,38.51038,18.68132,31.9,32.1
-O1SyQy4rn2g7hQ5-DMP,419.31189,419.31189,70.3,68.6,38.51038,18.68132,31.9,32.1
-O1SydmKaIUAaCVN5w91,419.31189,419.31189,70.3,68.6,38.51038,18.63248,31.9,32.1
-O1SyrMxUI08DQLYG4Al,419.31189,419.31189,70.3,68.7,38.51038,18.779,31.9,32.1
-O1Sz49lxum3MSx0UMsS,419.31189,419.31189,70.3,68.6,38.51038,18.73016,31.9,32.1
-O1SzHxvo968nXfpy4Ah,419.31189,419.31189,70.3,68.4,38.51038,18.82784,31.9,32.0
-O1SzXyPgZINoUKmQHCz,419.31189,419.31189,70.3,68.9,38.51038,18.70574,31.9,32.0
-O1Szi9UxVVVcqPeeKmj,419.31189,419.31189,70.3,68.8,38.51038,18.73016,31.9,32.0
-O1Szuy3sneibhTjpv8B,419.31189,419.31189,70.3,68.7,38.51038,18.75458,31.9,32.0
-O1T-7kp8_ru-uuYZYar,419.31189,419.31189,70.3,68.8,38.51038,18.68132,31.9,32.0
-O1T-MNyB7bKSiRF-Ow1,419.31189,419.31189,70.3,68.6,38.51038,18.68132,31.9,32.0
-O1T-ZlVm800O3e6hKzr,419.31189,419.31189,70.3,68.5,38.51038,18.68132,31.9,32.0
-O1T-lyuqmoRYF6C5aOE,419.31189,419.31189,70.3,68.4,38.51038,18.80342,31.9,32.0
-O1T-zZ8bu6RSoSs1eGz,419.31189,419.31189,70.3,68.5,38.51038,18.75458,31.9,32.0
-O1T0D9xrcPb0nLlomXH,419.31189,419.31189,70.3,68.3,38.51038,18.87668,31.9,32.0
-O1T0Pl2VwVPH4vTNqFh,419.31189,419.31189,70.3,68.4,38.51038,18.73016,31.9,32.0
-O1T0cZCkL2lFpF5CGJD,419.31189,419.31189,70.3,68.4,38.51038,18.70574,31.9,32.0
-O1T0qA02FZsSSkXUv6U,419.31189,419.31189,70.3,67.9,38.51038,18.779,31.9,32.1
-O1T13yQPME1kMMTpyNF,419.31189,419.31189,70.3,68.1,38.51038,18.85226,31.9,32.0
-O1T1HALjOB3WVDrwjlP,419.31189,419.31189,70.3,68.0,38.51038,18.58364,31.9,32.0
-O1T1VABFjtQaTc1Yfek,419.31189,419.31189,70.3,68.0,38.51038,18.73016,31.9,32.1
-O1T1hlrbdT-9uTPAD9c,419.31189,419.31189,70.3,68.0,38.51038,18.75458,31.9,32.1
-O1T1vxpuO0LTCrETqLW,419.31189,419.31189,70.3,67.9,38.51038,18.779,31.9,32.1
-O1T279dP_OsxS1_x2u4,419.31189,419.31189,70.3,68.0,38.51038,18.63248,31.9,32.0
-O1T2LBBHtpQnk4iylaG,419.31189,419.31189,70.3,68.1,38.51038,18.779,31.9,32.0
-O1T2Y_Rw0PgxpcUloST,419.31189,419.31189,70.3,68.1,38.51038,18.85226,31.9,32.1
-O1T2mNWIwvM94ecTEUD,419.31189,419.31189,70.3,67.9,38.51038,18.87668,31.9,32.1
-O1T2yyYbpS10HCBAJe_,419.31189,419.31189,70.3,68.0,38.51038,18.80342,31.9,32.1
-O1T3CF0oP4H6ZB__SuH,419.31189,419.31189,70.3,68.0,38.51038,18.75458,31.9,32.0
-O1T3RnwgKQm-9F-DVQp,419.31189,419.31189,70.3,68.2,38.51038,18.75458,31.9,32.0
-O1T3clcwI0F2ZBiAS50,419.31189,419.31189,70.3,68.0,38.51038,18.51038,31.9,32.0
-O1T3pZpd-jS3GywMJdt,419.31189,419.31189,70.3,68.0,38.51038,18.63248,31.9,32.0
-O1T42N0qK43a2JJnvhL,419.31189,419.31189,70.3,68.0,38.51038,18.75458,31.9,32.0
-O1T4HliVJdZC3blmYnY,419.31189,419.31189,70.3,67.8,38.51038,18.75458,31.9,32.0
-O1T4Vy8FQOfhlZ3-FLV,419.31189,419.31189,70.3,67.8,38.51038,18.73016,31.9,32.0
-O1T4gMkQVEpYQpwbdGg,419.31189,419.31189,70.3,68.0,38.51038,18.68132,31.9,32.0
-O1T4uBOiItr1Q5boJjP,419.31189,419.31189,70.3,67.8,38.51038,18.73016,31.9,32.0
-O1T58-BVba4Re7sRSAW,419.31189,419.31189,70.3,67.8,38.51038,18.82784,31.9,32.0
-O1T5KAUGgdryFfC8enL,419.31189,419.31189,70.3,67.9,38.51038,18.68132,31.9,32.0
-O1T5YTklYAoSw93mrB5,419.31189,419.31189,70.3,67.8,38.51038,18.68132,31.9,32.0
-O1T5kzUdvdOCC7RPIyw,419.31189,419.31189,70.3,67.6,38.51038,18.70574,31.9,32.0
-O1T5zkFGgRT6gxKR-_7,419.31189,419.31189,70.3,67.7,38.51038,18.608060000000002,31.9,32.0
-O1T6AymbDSkonBhGVPy,419.31189,419.31189,70.3,67.7,38.51038,18.75458,31.9,32.0
-O1T6OmVMjEenIZn37-M,419.31189,419.31189,70.3,67.7,38.51038,18.68132,31.9,32.0
-O1T6bzNASdrbb94WuYg,419.31189,419.31189,70.3,67.7,38.51038,18.70574,31.9,32.0
-O1T6qlCMQ7LHfcwE0tf,419.31189,419.31189,70.3,67.8,38.51038,18.75458,31.9,32.0
-O1T71loG9LD_FgqMVtH,419.31189,419.31189,70.3,67.9,38.51038,18.779,31.9,31.9
-O1T7Fxwfbz_B9S1bN3E,419.31189,419.31189,70.3,68.0,38.51038,18.68132,31.9,31.9
-O1T7TaBZJMgmYa6DO_K,419.31189,419.31189,70.3,68.1,38.51038,18.75458,31.9,31.9
-O1T7hMjKOzgnLy-uyWd,419.31189,419.31189,70.3,68.1,38.51038,18.75458,31.9,31.9
-O1T7tNRzTdlRH7LeNmd,419.31189,419.31189,70.3,68.0,38.51038,18.70574,31.9,31.9
-O1T86zWY2YvC4lv2gPd,419.31189,419.31189,70.3,68.1,38.51038,18.68132,31.9,31.8
-O1T8K6v0GqHTPg4fX8C,419.31189,419.31189,70.3,68.2,38.51038,18.87668,31.9,31.8
-O1T8YZBi-s24pTljXHs,419.31189,419.31189,70.3,68.2,38.51038,18.63248,31.9,31.8
-O1T8k9skEj1trFv9Mfs,419.31189,419.31189,70.3,68.2,38.51038,18.75458,31.9,31.8
-O1T8yMgjm_YXyJLf267,419.31189,419.31189,70.3,68.4,38.51038,18.43712,31.9,31.8
-O1T9AO38_iJZBT3-m-Z,419.31189,419.31189,70.3,68.4,38.51038,18.63248,31.9,31.8
-O1T9PC45oLyq1OdJztW,419.31189,419.31189,70.3,68.5,38.51038,18.92552,31.9,31.8
-O1T9bzz9yAjMn3WVJkx,419.31189,419.31189,70.3,68.4,38.51038,18.82784,31.9,31.8
-O1T9pNnhpxax1qjqB_l,419.31189,419.31189,70.3,68.4,38.51038,18.73016,31.9,31.8
-O1TA1_LITV_UNR9eHvA,419.31189,419.31189,70.3,68.5,38.51038,18.80342,31.9,31.7
-O1TAHZSishAmEyGVDx6,419.31189,419.31189,70.3,68.6,38.51038,18.85226,31.9,31.7
-O1TAT9oIVuoIBC8Ue9Q,419.31189,419.31189,70.3,68.6,38.51038,18.80342,31.9,31.7
-O1TAff3TGTNZ21C3-_V,419.31189,419.31189,70.3,68.5,38.51038,18.63248,31.9,31.8
-O1TAsm95CQ-wEAtohb5,419.31189,419.31189,70.3,68.5,38.51038,18.73016,31.9,31.8
-O1TB7A715M9T_4dAkhz,419.31189,419.31189,70.3,68.4,38.51038,18.80342,31.9,31.8
-O1TBJAip-mHkOJzZECa,419.31189,419.31189,70.3,68.4,38.51038,18.70574,31.9,31.8
-O1TBXzktg_LIgfuUNTJ,419.31189,419.31189,70.3,68.4,38.51038,18.70574,31.9,31.8
-O1TBkNWT5PMVWkBVnFR,419.31189,419.31189,70.3,68.3,38.51038,18.779,31.9,31.8
-O1TBzz6ZEGpQ-hL-Xv4,419.31189,419.31189,70.3,68.3,38.51038,18.608060000000002,31.9,31.8
-O1TCAZvNg24DVZU4MeE,419.31189,419.31189,70.3,68.3,38.51038,18.85226,31.9,31.8
-O1TCPMzKlX31mjUtcng,419.31189,419.31189,70.3,68.3,38.51038,18.87668,31.9,31.8
-O1TCaz-7xf4jdr6GU0_,419.31189,419.31189,70.3,68.3,38.51038,18.70574,31.9,31.8
-O1TComTRcjaDipRVUTq,419.31189,419.31189,70.3,68.3,38.51038,18.779,31.9,31.8
-O1TD0nECUfnwR3GL9Ob,419.31189,419.31189,70.3,68.2,38.51038,18.80342,31.9,31.8
-O1TDEyd5QZVzCRfCGWk,419.31189,419.31189,70.3,68.2,38.51038,18.73016,31.9,31.8
-O1TDSNO4A5B_nf9pija,419.31189,419.31189,70.3,68.1,38.51038,18.70574,31.9,31.8
-O1TDey7EQgy4S1bjqiX,419.31189,419.31189,70.3,68.2,38.51038,23.83394,31.9,31.8
-O1TDsmUoAYTsjeecIyG,419.31189,419.31189,70.3,68.3,38.51038,23.88278,31.9,31.8
-O1TE4lndyk7NdkVdUfI,419.31189,419.31189,70.3,68.3,38.51038,23.71184,31.9,31.8
-O1TEInfyLa49efT0S5p,419.31189,419.31189,70.3,68.3,38.51038,23.83394,31.9,31.8
-O1TEXbHFa1vcNzjI9OR,419.31189,419.31189,70.3,68.1,38.51038,23.83394,31.9,31.8
-O1TEiloC-52SqN5OE6n,419.31189,419.31189,70.3,68.0,38.51038,23.80952,31.9,31.8
-O1TEx9y3ExA_j7TpP7I,419.31189,419.31189,70.3,68.1,38.51038,23.68742,31.9,31.8
-O1TF9k3mWQTupprVC0T,419.31189,419.31189,70.3,68.1,38.51038,23.58974,31.9,31.8
-O1TFONquv03_sk_BQuz,419.31189,419.31189,70.3,68.0,38.51038,23.71184,31.9,31.8
-O1TF_N0Ra5ISg0OaCUt,419.31189,419.31189,70.3,68.1,38.51038,23.80952,31.9,31.8
-O1TFnyCHcrJdUsoesa8,419.31189,419.31189,70.3,68.1,38.51038,23.83394,31.9,31.8
-O1TG0yUfqrdAxPZZOkl,419.31189,419.31189,70.3,68.1,38.51038,23.76068,31.9,31.8
-O1TGEAYdoLLTUpSeQt4,419.31189,419.31189,70.3,68.1,38.51038,23.61416,31.9,31.8
-O1TGRmAyxENA6wfRZIz,419.31189,419.31189,70.3,68.0,38.51038,23.83394,31.9,31.8
-O1TGeAasB8NbUmHQugg,419.31189,419.31189,70.3,67.9,38.51038,23.58974,31.9,31.8
-O1TGrv4MGFuxTbcIj9L,419.31189,419.31189,70.3,68.0,38.51038,23.71184,31.9,31.9
-O1TH6BGYu_FmFV0yd7j,419.31189,419.31189,70.3,67.7,38.51038,23.76068,31.9,31.9
-O1THJNMkJrOYmyEQ7lS,419.31189,419.31189,70.3,67.8,38.51038,23.83394,31.9,31.9
-O1THVz49WT8i_HQqpz6,419.31189,419.31189,70.3,67.7,38.51038,23.68742,31.9,31.9
-O1THiyxoIZj8ECiJv5N,419.31189,419.31189,70.3,67.7,38.51038,23.73626,31.9,31.9
-O1THwyrBKz4G60o0CXX,419.31189,419.31189,70.3,67.8,38.51038,23.663,31.9,31.9
-O1TI8z-M5pMHbksDyOr,419.31189,419.31189,70.3,67.8,38.51038,23.80952,31.9,31.9
-O1TIMz5ypwiLJ0CJFjt,419.31189,419.31189,70.3,67.9,38.51038,23.71184,31.9,31.8
-O1TIaBD5X3Xs3SjISja,419.31189,419.31189,70.3,67.9,38.51038,23.71184,31.9,31.8
-O1TInNrkVCQILFD_AEm,419.31189,419.31189,70.3,67.9,38.51038,23.7851,31.9,31.8
-O1TJ-AIopQ22KBT6nLG,419.31189,419.31189,70.3,67.9,38.51038,23.56532,31.9,31.9
-O1TJDll3B-sNdDY-ast,419.31189,419.31189,70.3,67.9,38.51038,23.51648,31.9,31.8
-O1TJQa2vANx0axiCvIf,419.31189,419.31189,70.3,67.9,38.51038,23.68742,31.9,31.9
-O1TJdyRaYjZwH0HAvnN,419.31189,419.31189,70.3,67.9,38.51038,23.44322,31.9,31.9
-O1TJrNPjuX1lH9B_uZr,419.31189,419.31189,70.3,67.9,38.51038,23.58974,31.9,31.9
-O1TK3zEGkDv2NhkFJh5,419.31189,419.31189,70.3,67.9,38.51038,23.68742,31.9,31.9
-O1TKHyQeIoqtjuKz1h1,419.31189,419.31189,70.3,67.9,38.51038,23.49206,31.9,31.9
-O1TKW_W-h1wbMsqNnOz,419.31189,419.31189,70.3,67.7,38.51038,23.61416,31.9,31.9
-O1TKiAZX6AL10PpebmH,419.31189,419.31189,70.3,67.6,38.51038,23.71184,31.9,32.0
-O1TKvAkZv-Udl7vliqf,419.31189,419.31189,70.3,67.6,38.51038,23.71184,31.9,32.0
-O1TL8AfaFoktezOtH7x,419.31189,419.31189,70.3,67.7,38.51038,23.663,31.9,31.9
-O1TLMyaAiG5g_wXoygy,419.31189,419.31189,70.3,67.8,38.51038,23.7851,31.9,31.9
-O1TLZAgyinQTQvtE-KE,419.31189,419.31189,70.3,67.9,38.51038,23.73626,31.9,31.9
-O1TLm_-ZT_v9_W1z7XJ,419.31189,419.31189,70.3,67.8,38.51038,23.76068,31.9,31.9
-O1TM-a-q8f-hJXS6Y7N,419.31189,419.31189,70.3,68.0,38.51038,23.663,31.9,31.9
-O1TMDAnZq1DAZvvAgM4,419.31189,419.31189,70.3,68.1,38.51038,23.663,31.9,31.9
-O1TMQlq1nRsHAUNKb4n,419.31189,419.31189,70.3,68.1,38.51038,23.61416,31.9,31.9
-O1TMcytOunWSILikUJR,419.31189,419.31189,70.3,68.0,38.51038,23.76068,31.9,31.9
-O1TMrNFsd72LB69Hr6N,419.31189,419.31189,70.3,68.1,38.51038,23.83394,31.9,31.8
-O1TN3mcvs-hwXb9kazf,419.31189,419.31189,70.3,68.2,38.51038,23.663,31.9,31.8
-O1TNHNpZkcAWsKPrV0Y,419.31189,419.31189,70.3,68.3,38.51038,23.76068,31.9,31.8
-O1TNUeUGVmHeKmO8jFT,419.31189,419.31189,70.3,68.3,38.51038,23.7851,31.9,31.7
-O1TNjY4bE0ycyWWx0-b,419.31189,419.31189,70.3,68.5,38.51038,23.85836,31.9,31.7
-O1TNumfZRcZqHUnXPiA,419.31189,419.31189,70.3,68.4,38.51038,23.663,31.9,31.7
-O1TO7_BHs9vdkJ8tPsZ,419.31189,419.31189,70.3,68.4,38.51038,23.83394,31.9,31.7
-O1TOL_Eg8RvyzU-eETK,419.31189,419.31189,70.3,68.4,38.51038,23.73626,31.9,31.8
-O1TO_C7uviOVrJboEI7,419.31189,419.31189,70.3,68.4,38.51038,23.58974,31.9,31.8
-O1TOmBu65y9UuvhHfOU,419.31189,419.31189,70.3,68.4,38.51038,23.7851,31.9,31.8
-O1TOzzsFCj0Gs6oiEez,419.31189,419.31189,70.3,68.4,38.51038,23.68742,31.9,31.8
-O1TPCa-2OSXUQYwroiU,419.31189,419.31189,70.3,68.4,38.51038,23.71184,31.9,31.8
-O1TPQAUtds75_aQa9Pd,419.31189,419.31189,70.3,68.4,38.51038,23.76068,31.9,31.8
-O1TPcZb-3jRvGr_lbHf,419.31189,419.31189,70.3,68.4,38.51038,23.73626,31.9,31.8
-O1TPq3w-DAQzQNWDxcj,419.31189,419.31189,70.3,68.3,38.51038,23.76068,31.9,31.8
-O1TQ5mEu5YiOfGqon6f,419.31189,419.31189,70.3,68.3,38.51038,23.73626,31.9,31.8
-O1TQGNeVKCphYxUwXAB,419.31189,419.31189,70.3,68.3,38.51038,23.56532,31.9,31.8
-O1TQULEfcp9574diLaP,419.31189,419.31189,70.3,68.3,38.51038,23.71184,31.9,31.8
-O1TQhO-mDF-P_h3FPN1,419.31189,419.31189,70.3,68.2,38.51038,23.71184,31.9,31.9
-O1TQvAvxEMXhDyLhwqX,419.31189,419.31189,70.3,68.2,38.51038,23.71184,31.9,31.8
-O1TR7aj7A-K7Ya8mXcp,419.31189,419.31189,70.3,68.2,38.51038,23.663,31.9,31.9
-O1TRLAvdp9L4XHA5lUr,419.31189,419.31189,70.3,68.3,38.51038,23.58974,31.9,31.8
-O1TRYafkDyq501rIunm,419.31189,419.31189,70.3,68.3,38.51038,23.71184,31.9,31.8
-O1TRl_NIvRQb0bGnMdK,419.31189,419.31189,70.3,68.3,38.51038,23.76068,31.9,31.8
-O1TRyysb06Ke2OdQxTX,419.31189,419.31189,70.3,68.2,38.51038,23.71184,31.9,31.9
-O1TSCksHu87l4ox3Xpt,419.31189,419.31189,70.3,68.3,38.51038,23.73626,31.9,31.8
-O1TSOo7Mbqun30iWuUq,419.31189,419.31189,70.3,68.2,38.51038,23.663,31.9,31.8
-O1TScBPoZPJnxRf2cEn,419.31189,419.31189,70.3,68.2,38.51038,23.80952,31.9,31.9
-O1TSpN1T1yTxKVOuOpG,419.31189,419.31189,70.3,68.2,38.51038,23.76068,31.9,31.9
-O1TT394bGrz-RQ2qbPm,419.31189,419.31189,70.3,68.2,38.51038,23.56532,31.9,31.9
-O1TTFnK-FidcXXp5hN4,419.31189,419.31189,70.3,68.2,38.51038,23.68742,31.9,31.9
-O1TTUaajjsulX33LsF3,419.31189,419.31189,70.3,67.9,38.51038,23.61416,31.9,31.9
-O1TTgaECnetGOpd6vpl,419.31189,419.31189,70.3,68.1,38.51038,23.73626,31.9,31.8
-O1TTtltxBpiHWXuFCE2,419.31189,419.31189,70.3,68.1,38.51038,23.83394,31.9,31.8
-O1TU707z2_tOx9reCke,419.31189,419.31189,70.3,68.1,38.51038,23.68742,31.9,31.8
-O1TUKzk13jy8BYPF506,419.31189,419.31189,70.3,68.2,38.51038,23.76068,31.9,31.8
-O1TUXagKPMa23CbeCS1,419.31189,419.31189,70.3,68.2,38.51038,23.61416,31.9,31.8
-O1TUjzdZ3mG6K-bkIpa,419.31189,419.31189,70.3,68.0,38.51038,23.7851,31.9,31.8
-O1TUxnZ_DiQRiVBP0Nh,419.31189,419.31189,70.3,68.1,38.51038,23.71184,31.9,31.8
-O1TVBn-AJvSPGRFCe1T,419.31189,419.31189,70.3,67.9,38.51038,23.51648,31.9,31.8
-O1TVOziTRuMm4PzxGUU,419.31189,419.31189,70.3,67.9,38.51038,23.68742,31.9,31.8
-O1TVb-aFhBkLsRhfYxE,419.31189,419.31189,70.3,67.8,38.51038,23.73626,31.9,31.8
-O1TVpB59h273EOHEbIR,419.31189,419.31189,70.3,67.9,38.51038,23.83394,31.9,31.8
-O1TW2O5Uyhn-5PMtb3y,419.31189,419.31189,70.3,67.8,38.51038,23.83394,31.9,31.8
-O1TWG-fQvVl0_hDf9in,419.31189,419.31189,70.3,67.8,38.51038,23.73626,31.9,31.8
-O1TWTOU1R4YEDwQ1qR3,419.31189,419.31189,70.3,67.8,38.51038,23.76068,31.9,31.8
-O1TWimkJvmjpZMNE-3D,419.31189,419.31189,70.3,67.8,38.51038,23.56532,31.9,31.8
-O1TWtzZpAWINYYtwKcg,419.31189,419.31189,70.3,67.7,38.51038,23.73626,31.9,31.8
-O1TX6AkWItyoNHWbpZu,419.31189,419.31189,70.3,67.7,38.51038,23.663,31.9,31.8
-O1TXJaFcORtWolaI_Aa,419.31189,419.31189,70.3,67.7,38.51038,23.83394,31.9,31.8
-O1TXXzfpGPswqAABZvC,419.31189,419.31189,70.3,67.6,38.51038,23.61416,31.9,31.8
-O1TXjlydfG0TwKBGVKR,419.31189,419.31189,70.3,67.7,38.51038,23.71184,31.9,31.8
-O1TXyVEIOpCoiI5MomR,419.31189,419.31189,70.3,67.6,38.51038,23.58974,31.9,31.8
-O1TYABa8VT-LDh8DopC,419.31189,419.31189,70.3,67.4,38.51038,23.68742,31.9,31.8
-O1TYOOA7fDUqijAQrD7,419.31189,419.31189,70.3,67.4,38.51038,23.68742,31.9,31.8
-O1TYbwVRLNdlGioWBSx,419.31189,419.31189,70.3,67.5,38.51038,23.71184,31.9,31.8
-O1TYpaw1KBrQFCOOpMb,419.31189,419.31189,70.3,67.6,38.51038,23.68742,31.9,31.7
-O1TZ1C3daupTy-C_Hp5,419.31189,419.31189,70.3,67.5,38.51038,23.71184,31.9,31.8
-O1TZFoBykqGih3Lb9Ix,419.31189,419.31189,70.3,67.5,38.51038,23.68742,31.9,31.7
-O1TZSBzrjoZet1aDqhn,419.31189,419.31189,70.3,68.6,38.51038,23.68742,31.9,31.6
-O1TZfncljCpzg5eDyJc,419.31189,419.31189,70.3,68.7,38.51038,23.49206,31.9,31.7
-O1TZtnJbbutHhmC4xoS,419.31189,419.31189,70.3,71.4,38.51038,23.56532,31.9,30.5
-O1T_7a-lp56-526UpGT,419.31189,419.31189,70.3,74.0,38.51038,23.71184,31.9,29.8
-O1T_KB1zoymIM0Uej0x,419.31189,419.31189,70.3,74.9,38.51038,23.68742,31.9,29.5
-O1T_WQ-HD2NyhOAqTOz,419.31189,419.31189,70.3,75.2,38.51038,23.46764,31.9,29.5
-O1T_jCkBj4jc9Hybcoc,419.31189,419.31189,70.3,75.4,38.51038,23.7851,31.9,29.4
-O1T_yPBAccRjcsTAV4i,419.31189,419.31189,70.3,75.5,38.51038,23.80952,31.9,29.4
-O1Ta9OmpXEOsYoR57FQ,419.31189,419.31189,70.3,75.6,38.51038,23.663,31.9,29.3
-O1TaNAsgioYzrlXhGXE,419.31189,419.31189,70.3,75.6,38.51038,23.58974,31.9,29.3
-O1Ta_nZMP_7JVC996BJ,419.31189,419.31189,70.3,75.7,38.51038,23.76068,31.9,29.3
-O1Tap27OzCWXlZCMgP5,419.31189,419.31189,70.3,75.7,38.51038,23.7851,31.9,29.2
-O1Tb0-mGuS74aE24Zvj,419.31189,419.31189,70.3,75.8,38.51038,23.56532,31.9,29.2
-O1TbEOTmuRMhK8Nmk0K,419.31189,419.31189,70.3,75.8,38.51038,23.61416,31.9,29.2
-O1TbRmQ-Ti5P6RHFy4x,419.31189,419.31189,70.3,75.9,38.51038,23.76068,31.9,29.2
-O1TbgnJ1wHV7BjvjHQa,419.31189,419.31189,70.3,75.9,38.51038,23.83394,31.9,29.2
-O1TbsC2R8Y-rDWAA54w,419.31189,419.31189,70.3,76.0,38.51038,23.73626,31.9,29.2
-O1Tc4poww150U7PoeAM,419.31189,419.31189,70.3,76.0,38.51038,23.663,31.9,29.2
